date,usdhkd,usdcny,usdhkd_minus_7_80,cu_position
2016-09-07,7.755450,6.662600,-0.044550,inside
2016-09-08,7.756200,6.662800,-0.043800,inside
2016-09-11,7.756500,6.679900,-0.043500,inside
2016-09-12,7.757290,6.678700,-0.042710,inside
2016-09-13,7.758020,6.676400,-0.041980,inside
2016-09-14,7.757600,6.673200,-0.042400,inside
2016-09-15,7.758600,6.671200,-0.041400,inside
2016-09-18,7.758500,6.670700,-0.041500,inside
2016-09-19,7.757600,6.666200,-0.042400,inside
2016-09-20,7.757000,6.669500,-0.043000,inside
2016-09-21,7.755100,6.673600,-0.044900,inside
2016-09-22,7.755200,6.663800,-0.044800,inside
2016-09-25,7.755950,6.657200,-0.044050,inside
2016-09-26,7.755300,6.667700,-0.044700,inside
2016-09-27,7.754900,6.669800,-0.045100,inside
2016-09-28,7.754100,6.675200,-0.045900,inside
2016-09-29,7.754910,6.668700,-0.045090,inside
2016-10-02,7.755600,6.638100,-0.044400,inside
2016-10-03,7.755100,6.673200,-0.044900,inside
2016-10-04,7.756300,6.670800,-0.043700,inside
2016-10-05,7.757150,6.673000,-0.042850,inside
2016-10-06,7.757000,6.673700,-0.043000,inside
2016-10-09,7.758100,6.676900,-0.041900,inside
2016-10-10,7.758300,6.707700,-0.041700,inside
2016-10-11,7.758800,6.723500,-0.041200,inside
2016-10-12,7.757500,6.718800,-0.042500,inside
2016-10-13,7.757150,6.729300,-0.042850,inside
2016-10-16,7.758500,6.731000,-0.041500,inside
2016-10-17,7.758750,6.731500,-0.041250,inside
2016-10-18,7.759300,6.743000,-0.040700,inside
2016-10-19,7.758200,6.735400,-0.041800,inside
2016-10-20,7.757680,6.743000,-0.042320,inside
2016-10-23,7.758800,6.766300,-0.041200,inside
2016-10-24,7.757300,6.776200,-0.042700,inside
2016-10-25,7.756500,6.780600,-0.043500,inside
2016-10-26,7.756150,6.769700,-0.043850,inside
2016-10-27,7.754700,6.784800,-0.045300,inside
2016-10-31,7.754400,6.783400,-0.045600,inside
2016-11-01,7.754900,6.774600,-0.045100,inside
2016-11-02,7.754900,6.766300,-0.045100,inside
2016-11-03,7.755150,6.747100,-0.044850,inside
2016-11-04,7.755100,6.766200,-0.044900,inside
2016-11-07,7.755700,6.755500,-0.044300,inside
2016-11-08,7.755350,6.774100,-0.044650,inside
2016-11-09,7.754200,6.784800,-0.045800,inside
2016-11-10,7.755400,6.778700,-0.044600,inside
2016-11-11,7.755900,6.801700,-0.044100,inside
2016-11-14,7.757990,6.805100,-0.042010,inside
2016-11-15,7.757800,6.845700,-0.042200,inside
2016-11-16,7.757200,6.858100,-0.042800,inside
2016-11-17,7.757100,6.789200,-0.042900,inside
2016-11-18,7.757060,6.876600,-0.042940,inside
2016-11-21,7.756900,6.892500,-0.043100,inside
2016-11-22,7.755800,6.888900,-0.044200,inside
2016-11-23,7.755700,6.889300,-0.044300,inside
2016-11-24,7.756500,6.910200,-0.043500,inside
2016-11-25,7.756100,6.918200,-0.043900,inside
2016-11-28,7.756000,6.921700,-0.044000,inside
2016-11-29,7.756100,6.906300,-0.043900,inside
2016-11-30,7.756300,6.897300,-0.043700,inside
2016-12-01,7.755800,6.890800,-0.044200,inside
2016-12-02,7.755600,6.876500,-0.044400,inside
2016-12-05,7.755500,6.885500,-0.044500,inside
2016-12-06,7.754600,6.871000,-0.045400,inside
2016-12-07,7.755200,6.872000,-0.044800,inside
2016-12-08,7.755800,6.870500,-0.044200,inside
2016-12-09,7.755750,6.869900,-0.044250,inside
2016-12-12,7.759400,6.906700,-0.040600,inside
2016-12-13,7.758100,6.896900,-0.041900,inside
2016-12-14,7.756200,6.891700,-0.043800,inside
2016-12-15,7.758200,6.903800,-0.041800,inside
2016-12-16,7.760050,6.934300,-0.039950,inside
2016-12-19,7.764900,6.958300,-0.035100,inside
2016-12-20,7.766300,6.953000,-0.033700,inside
2016-12-21,7.765240,6.949800,-0.034760,inside
2016-12-22,7.760850,6.941400,-0.039150,inside
2016-12-23,7.762070,6.940400,-0.037930,inside
2016-12-26,7.759500,6.945300,-0.040500,inside
2016-12-27,7.760000,6.944700,-0.040000,inside
2016-12-28,7.759780,6.942500,-0.040220,inside
2016-12-29,7.757430,6.958100,-0.042570,inside
2016-12-30,7.755000,6.945300,-0.045000,inside
2017-01-02,7.755000,6.943800,-0.045000,inside
2017-01-03,7.757880,6.944000,-0.042120,inside
2017-01-04,7.756300,6.959800,-0.043700,inside
2017-01-05,7.754960,6.925100,-0.045040,inside
2017-01-06,7.754400,6.887900,-0.045600,inside
2017-01-09,7.754910,6.917500,-0.045090,inside
2017-01-10,7.756000,6.936700,-0.044000,inside
2017-01-11,7.754450,6.921200,-0.045550,inside
2017-01-12,7.754600,6.936100,-0.045400,inside
2017-01-13,7.754200,6.894900,-0.045800,inside
2017-01-16,7.754780,6.898800,-0.045220,inside
2017-01-17,7.755200,6.891000,-0.044800,inside
2017-01-18,7.755510,6.844600,-0.044490,inside
2017-01-19,7.755960,6.838000,-0.044040,inside
2017-01-20,7.756800,6.861300,-0.043200,inside
2017-01-23,7.757700,6.875500,-0.042300,inside
2017-01-24,7.756640,6.844000,-0.043360,inside
2017-01-25,7.757290,6.849000,-0.042710,inside
2017-01-26,7.756670,6.873600,-0.043330,inside
2017-01-27,7.757100,6.878400,-0.042900,inside
2017-01-30,7.758240,6.883000,-0.041760,inside
2017-01-31,7.758100,6.880700,-0.041900,inside
2017-02-01,7.757700,6.878700,-0.042300,inside
2017-02-02,7.758680,6.880900,-0.041320,inside
2017-02-03,7.758670,6.880000,-0.041330,inside
2017-02-06,7.757460,6.872200,-0.042540,inside
2017-02-07,7.757540,6.863600,-0.042460,inside
2017-02-08,7.757970,6.884500,-0.042030,inside
2017-02-09,7.759260,6.872500,-0.040740,inside
2017-02-10,7.757170,6.868600,-0.042830,inside
2017-02-13,7.757350,6.895200,-0.042650,inside
2017-02-14,7.758280,6.879500,-0.041720,inside
2017-02-15,7.758650,6.866800,-0.041350,inside
2017-02-16,7.758840,6.868400,-0.041160,inside
2017-02-17,7.759020,6.852600,-0.040980,inside
2017-02-20,7.760420,6.855700,-0.039580,inside
2017-02-21,7.760700,6.878100,-0.039300,inside
2017-02-22,7.760250,6.882600,-0.039750,inside
2017-02-23,7.759820,6.873700,-0.040180,inside
2017-02-24,7.758770,6.865500,-0.041230,inside
2017-02-27,7.760060,6.900700,-0.039940,inside
2017-02-28,7.761220,6.870100,-0.038780,inside
2017-03-01,7.762000,6.866400,-0.038000,inside
2017-03-02,7.762230,6.882200,-0.037770,inside
2017-03-03,7.761600,6.887600,-0.038400,inside
2017-03-06,7.762470,6.896200,-0.037530,inside
2017-03-07,7.764150,6.896700,-0.035850,inside
2017-03-08,7.764300,6.902300,-0.035700,inside
2017-03-09,7.766300,6.911900,-0.033700,inside
2017-03-10,7.764600,6.910200,-0.035400,inside
2017-03-13,7.764540,6.856600,-0.035460,inside
2017-03-14,7.764850,6.913000,-0.035150,inside
2017-03-15,7.767150,6.914500,-0.032850,inside
2017-03-16,7.765140,6.913600,-0.034860,inside
2017-03-17,7.763350,6.896700,-0.036650,inside
2017-03-20,7.761550,6.904100,-0.038450,inside
2017-03-21,7.765050,6.906000,-0.034950,inside
2017-03-22,7.765550,6.884900,-0.034450,inside
2017-03-23,7.765650,6.883000,-0.034350,inside
2017-03-24,7.767500,6.885800,-0.032500,inside
2017-03-26,7.765910,6.853500,-0.034090,inside
2017-03-27,7.767200,6.872100,-0.032800,inside
2017-03-28,7.767720,6.878300,-0.032280,inside
2017-03-29,7.768900,6.887700,-0.031100,inside
2017-03-30,7.770070,6.889000,-0.029930,inside
2017-04-02,7.770100,6.880200,-0.029900,inside
2017-04-03,7.771200,6.883900,-0.028800,inside
2017-04-04,7.770130,6.885200,-0.029870,inside
2017-04-05,7.768610,6.893900,-0.031390,inside
2017-04-06,7.769600,6.897800,-0.030400,inside
2017-04-09,7.768290,6.905700,-0.031710,inside
2017-04-10,7.769900,6.903300,-0.030100,inside
2017-04-11,7.770120,6.890800,-0.029880,inside
2017-04-12,7.770260,6.890900,-0.029740,inside
2017-04-13,7.772980,6.886500,-0.027020,inside
2017-04-16,7.772750,6.891000,-0.027250,inside
2017-04-17,7.771510,6.868600,-0.028490,inside
2017-04-18,7.773800,6.881900,-0.026200,inside
2017-04-19,7.773450,6.886000,-0.026550,inside
2017-04-20,7.774600,6.881700,-0.025400,inside
2017-04-23,7.774970,6.792100,-0.025030,inside
2017-04-24,7.778550,6.882500,-0.021450,inside
2017-04-25,7.780700,6.881700,-0.019300,inside
2017-04-26,7.779990,6.892100,-0.020010,inside
2017-04-27,7.780090,6.896900,-0.019910,inside
2017-04-30,7.776840,6.912100,-0.023160,inside
2017-05-01,7.778500,6.893000,-0.021500,inside
2017-05-02,7.780480,6.893500,-0.019520,inside
2017-05-03,7.780900,6.896700,-0.019100,inside
2017-05-04,7.782620,6.895400,-0.017380,inside
2017-05-07,7.782960,6.884700,-0.017040,inside
2017-05-08,7.784400,6.904500,-0.015600,inside
2017-05-09,7.783900,6.907100,-0.016100,inside
2017-05-10,7.786100,6.903000,-0.013900,inside
2017-05-11,7.789210,6.903700,-0.010790,inside
2017-05-14,7.792930,6.902100,-0.007070,inside
2017-05-15,7.786500,6.894000,-0.013500,inside
2017-05-16,7.787200,6.888600,-0.012800,inside
2017-05-17,7.785600,6.881300,-0.014400,inside
2017-05-18,7.783130,6.889100,-0.016870,inside
2017-05-21,7.782200,6.853900,-0.017800,inside
2017-05-22,7.784660,6.884400,-0.015340,inside
2017-05-23,7.787080,6.891200,-0.012920,inside
2017-05-24,7.787780,6.890000,-0.012220,inside
2017-05-25,7.790490,6.867700,-0.009510,inside
2017-05-28,7.791650,6.857000,-0.008350,inside
2017-05-29,7.794100,6.856200,-0.005900,inside
2017-05-30,7.792120,6.855800,-0.007880,inside
2017-05-31,7.791300,6.811200,-0.008700,inside
2017-06-01,7.790850,6.808600,-0.009150,inside
2017-06-04,7.789780,6.812800,-0.010220,inside
2017-06-05,7.792300,6.802800,-0.007700,inside
2017-06-06,7.793300,6.795700,-0.006700,inside
2017-06-07,7.794000,6.797500,-0.006000,inside
2017-06-08,7.796500,6.799200,-0.003500,inside
2017-06-11,7.796070,6.784800,-0.003930,inside
2017-06-12,7.799000,6.797600,-0.001000,inside
2017-06-13,7.797500,6.798800,-0.002500,inside
2017-06-14,7.798500,6.791000,-0.001500,inside
2017-06-15,7.801450,6.808500,0.001450,inside
2017-06-18,7.800100,6.803400,0.000100,inside
2017-06-19,7.798800,6.819700,-0.001200,inside
2017-06-20,7.799340,6.826400,-0.000660,inside
2017-06-21,7.799800,6.828300,-0.000200,inside
2017-06-22,7.798800,6.834600,-0.001200,inside
2017-06-25,7.799200,6.834200,-0.000800,inside
2017-06-26,7.799100,6.839800,-0.000900,inside
2017-06-27,7.800200,6.812600,0.000200,inside
2017-06-28,7.803500,6.800000,0.003500,inside
2017-06-29,7.804160,6.785700,0.004160,inside
2017-07-02,7.807300,6.778100,0.007300,inside
2017-07-03,7.809940,6.799800,0.009940,inside
2017-07-04,7.807510,6.798700,0.007510,inside
2017-07-05,7.806420,6.800800,0.006420,inside
2017-07-06,7.809410,6.799900,0.009410,inside
2017-07-09,7.810950,6.802900,0.010950,inside
2017-07-11,7.811630,6.801700,0.011630,inside
2017-07-12,7.810100,6.788000,0.010100,inside
2017-07-13,7.808400,6.782600,0.008400,inside
2017-07-16,7.804120,6.740500,0.004120,inside
2017-07-17,7.803200,6.769500,0.003200,inside
2017-07-18,7.804540,6.745400,0.004540,inside
2017-07-19,7.807620,6.751300,0.007620,inside
2017-07-20,7.809550,6.758900,0.009550,inside
2017-07-23,7.808400,6.719700,0.008400,inside
2017-07-24,7.806180,6.750100,0.006180,inside
2017-07-25,7.807940,6.749800,0.007940,inside
2017-07-26,7.808540,6.754000,0.008540,inside
2017-07-27,7.808330,6.740000,0.008330,inside
2017-07-30,7.808900,6.738900,0.008900,inside
2017-07-31,7.809810,6.725500,0.009810,inside
2017-08-01,7.813000,6.713700,0.013000,inside
2017-08-02,7.815810,6.721700,0.015810,inside
2017-08-03,7.817200,6.715600,0.017200,inside
2017-08-06,7.817960,6.765700,0.017960,inside
2017-08-07,7.821000,6.721500,0.021000,inside
2017-08-08,7.823700,6.709800,0.023700,inside
2017-08-09,7.814320,6.671800,0.014320,inside
2017-08-10,7.817070,6.645800,0.017070,inside
2017-08-13,7.818550,6.662000,0.018550,inside
2017-08-14,7.820500,6.668700,0.020500,inside
2017-08-15,7.822550,6.684400,0.022550,inside
2017-08-16,7.820670,6.689700,0.020670,inside
2017-08-17,7.823000,6.677700,0.023000,inside
2017-08-20,7.822740,6.668700,0.022740,inside
2017-08-21,7.823090,6.665900,0.023090,inside
2017-08-22,7.826100,6.661700,0.026100,inside
2017-08-23,7.824410,6.658300,0.024410,inside
2017-08-24,7.823010,6.661300,0.023010,inside
2017-08-27,7.820700,6.582900,0.020700,inside
2017-08-28,7.823280,6.607400,0.023280,inside
2017-08-29,7.823680,6.595400,0.023680,inside
2017-08-30,7.824700,6.595700,0.024700,inside
2017-08-31,7.825000,6.589800,0.025000,inside
2017-09-03,7.824110,6.546500,0.024110,inside
2017-09-04,7.825000,6.529900,0.025000,inside
2017-09-05,7.824970,6.537400,0.024970,inside
2017-09-06,7.824470,6.521200,0.024470,inside
2017-09-07,7.812500,6.484600,0.012500,inside
2017-09-10,7.811780,6.530900,0.011780,inside
2017-09-11,7.812040,6.530400,0.012040,inside
2017-09-12,7.812340,6.535000,0.012340,inside
2017-09-13,7.811500,6.542200,0.011500,inside
2017-09-14,7.813400,6.554800,0.013400,inside
2017-09-17,7.817240,6.550700,0.017240,inside
2017-09-18,7.816100,6.573100,0.016100,inside
2017-09-19,7.803840,6.583300,0.003840,inside
2017-09-20,7.800500,6.574900,0.000500,inside
2017-09-21,7.803910,6.590000,0.003910,inside
2017-09-24,7.808690,6.604600,0.008690,inside
2017-09-25,7.813150,6.620500,0.013150,inside
2017-09-26,7.811660,6.639600,0.011660,inside
2017-09-27,7.808580,6.640500,0.008580,inside
2017-09-28,7.810700,6.665000,0.010700,inside
2017-10-01,7.809090,6.657800,0.009090,inside
2017-10-02,7.810300,6.651700,0.010300,inside
2017-10-03,7.811080,6.651100,0.011080,inside
2017-10-04,7.806780,6.653800,0.006780,inside
2017-10-05,7.808800,6.653900,0.008800,inside
2017-10-08,7.804900,6.650000,0.004900,inside
2017-10-09,7.805180,6.625300,0.005180,inside
2017-10-10,7.804000,6.571400,0.004000,inside
2017-10-11,7.805230,6.589500,0.005230,inside
2017-10-12,7.807580,6.588000,0.007580,inside
2017-10-15,7.806400,6.583300,0.006400,inside
2017-10-16,7.808000,6.588500,0.008000,inside
2017-10-17,7.807900,6.622000,0.007900,inside
2017-10-18,7.807700,6.627800,0.007700,inside
2017-10-19,7.800390,6.614100,0.000390,inside
2017-10-22,7.801700,6.638800,0.001700,inside
2017-10-23,7.800530,6.638300,0.000530,inside
2017-10-24,7.803850,6.636000,0.003850,inside
2017-10-25,7.803300,6.637600,0.003300,inside
2017-10-26,7.801230,6.641100,0.001230,inside
2017-10-30,7.802900,6.659000,0.002900,inside
2017-10-31,7.799300,6.642400,-0.000700,inside
2017-11-01,7.800750,6.635800,0.000750,inside
2017-11-02,7.801000,6.599400,0.001000,inside
2017-11-03,7.802400,6.608100,0.002400,inside
2017-11-06,7.801850,6.638000,0.001850,inside
2017-11-07,7.801300,6.633500,0.001300,inside
2017-11-08,7.803600,6.639800,0.003600,inside
2017-11-09,7.796830,6.626600,-0.003170,inside
2017-11-10,7.798260,6.630300,-0.001740,inside
2017-11-13,7.802300,6.639300,0.002300,inside
2017-11-14,7.801100,6.638600,0.001100,inside
2017-11-15,7.803200,6.635600,0.003200,inside
2017-11-17,7.809600,6.627700,0.009600,inside
2017-11-20,7.811700,6.661900,0.011700,inside
2017-11-21,7.811080,6.633500,0.011080,inside
2017-11-22,7.811100,6.629200,0.011100,inside
2017-11-23,7.810600,6.610900,0.010600,inside
2017-11-24,7.810670,6.583300,0.010670,inside
2017-11-27,7.807930,6.601200,0.007930,inside
2017-11-28,7.800280,6.595300,0.000280,inside
2017-11-29,7.803200,6.609400,0.003200,inside
2017-11-30,7.808400,6.608300,0.008400,inside
2017-12-01,7.809710,6.612100,0.009710,inside
2017-12-04,7.811300,6.634600,0.011300,inside
2017-12-05,7.816700,6.618900,0.016700,inside
2017-12-06,7.813700,6.616800,0.013700,inside
2017-12-07,7.811500,6.614400,0.011500,inside
2017-12-08,7.806750,6.618000,0.006750,inside
2017-12-11,7.807200,6.618300,0.007200,inside
2017-12-12,7.806800,6.617100,0.006800,inside
2017-12-13,7.806170,6.620400,0.006170,inside
2017-12-14,7.804500,6.618700,0.004500,inside
2017-12-15,7.808700,6.608600,0.008700,inside
2017-12-18,7.811500,6.614900,0.011500,inside
2017-12-19,7.815300,6.614200,0.015300,inside
2017-12-20,7.818980,6.605000,0.018980,inside
2017-12-21,7.821740,6.579700,0.021740,inside
2017-12-22,7.818900,6.585400,0.018900,inside
2017-12-25,7.816800,6.578600,0.016800,inside
2017-12-26,7.814300,6.538800,0.014300,inside
2017-12-27,7.810700,6.543100,0.010700,inside
2017-12-28,7.811400,6.554700,0.011400,inside
2017-12-29,7.816800,6.531600,0.016800,inside
2018-01-01,7.813600,6.505700,0.013600,inside
2018-01-02,7.813600,6.505800,0.013600,inside
2018-01-03,7.816300,6.494000,0.016300,inside
2018-01-04,7.816900,6.503100,0.016900,inside
2018-01-05,7.817600,6.493300,0.017600,inside
2018-01-08,7.819310,6.487500,0.019310,inside
2018-01-09,7.821500,6.497600,0.021500,inside
2018-01-10,7.821700,6.529400,0.021700,inside
2018-01-11,7.822100,6.507200,0.022100,inside
2018-01-12,7.823500,6.490200,0.023500,inside
2018-01-15,7.822160,6.456200,0.022160,inside
2018-01-16,7.823650,6.435200,0.023650,inside
2018-01-17,7.823500,6.442300,0.023500,inside
2018-01-18,7.817650,6.432100,0.017650,inside
2018-01-19,7.817400,6.420600,0.017400,inside
2018-01-22,7.816390,6.403000,0.016390,inside
2018-01-23,7.818250,6.404400,0.018250,inside
2018-01-24,7.818530,6.402900,0.018530,inside
2018-01-25,7.817600,6.369300,0.017600,inside
2018-01-26,7.817500,6.322800,0.017500,inside
2018-01-29,7.817340,6.315900,0.017340,inside
2018-01-30,7.817500,6.336300,0.017500,inside
2018-01-31,7.820570,6.321100,0.020570,inside
2018-02-01,7.821200,6.288200,0.021200,inside
2018-02-02,7.819800,6.298400,0.019800,inside
2018-02-05,7.820800,6.307600,0.020800,inside
2018-02-06,7.819500,6.289700,0.019500,inside
2018-02-07,7.818310,6.282500,0.018310,inside
2018-02-08,7.818000,6.267600,0.018000,inside
2018-02-09,7.819800,6.326300,0.019800,inside
2018-02-12,7.817790,6.286900,0.017790,inside
2018-02-13,7.819400,6.326500,0.019400,inside
2018-02-14,7.821100,6.340000,0.021100,inside
2018-02-15,7.821800,6.346000,0.021800,inside
2018-02-16,7.820000,6.347200,0.020000,inside
2018-02-19,7.821600,6.340100,0.021600,inside
2018-02-20,7.821800,6.348400,0.021800,inside
2018-02-21,7.824000,6.346200,0.024000,inside
2018-02-22,7.825200,6.346600,0.025200,inside
2018-02-23,7.824400,6.350200,0.024400,inside
2018-02-26,7.823120,6.327300,0.023120,inside
2018-02-27,7.822960,6.314100,0.022960,inside
2018-02-28,7.827500,6.316700,0.027500,inside
2018-03-01,7.825810,6.330900,0.025810,inside
2018-03-02,7.827000,6.357400,0.027000,inside
2018-03-05,7.831100,6.350300,0.031100,inside
2018-03-06,7.832200,6.348900,0.032200,inside
2018-03-07,7.833900,6.309400,0.033900,inside
2018-03-08,7.834300,6.325000,0.034300,inside
2018-03-09,7.839700,6.341600,0.039700,inside
2018-03-12,7.836800,6.328500,0.036800,inside
2018-03-13,7.839600,6.329100,0.039600,inside
2018-03-14,7.839400,6.320400,0.039400,inside
2018-03-15,7.840200,6.316000,0.040200,inside
2018-03-16,7.841700,6.320900,0.041700,inside
2018-03-19,7.843200,6.338200,0.043200,inside
2018-03-20,7.842700,6.331600,0.042700,inside
2018-03-21,7.844800,6.332900,0.044800,inside
2018-03-22,7.844700,6.320600,0.044700,inside
2018-03-23,7.848200,6.334700,0.048200,inside
2018-03-25,7.845900,6.320000,0.045900,inside
2018-03-26,7.846400,6.272400,0.046400,inside
2018-03-27,7.846500,6.281800,0.046500,inside
2018-03-28,7.846500,6.295600,0.046500,inside
2018-03-29,7.848400,6.288900,0.048400,inside
2018-04-01,7.848700,6.282200,0.048700,inside
2018-04-02,7.848380,6.279400,0.048380,inside
2018-04-03,7.848500,6.288400,0.048500,inside
2018-04-04,7.850700,6.304200,0.050700,weak_side
2018-04-05,7.848800,6.302400,0.048800,inside
2018-04-08,7.848160,6.308600,0.048160,inside
2018-04-09,7.849000,6.305400,0.049000,inside
2018-04-10,7.849200,6.281600,0.049200,inside
2018-04-11,7.849800,6.268600,0.049800,inside
2018-04-12,7.849560,6.291000,0.049560,inside
2018-04-15,7.849700,6.274100,0.049700,inside
2018-04-16,7.849700,6.275700,0.049700,inside
2018-04-17,7.849700,6.280500,0.049700,inside
2018-04-18,7.849100,6.273400,0.049100,inside
2018-04-19,7.847900,6.278100,0.047900,inside
2018-04-22,7.844360,6.295500,0.044360,inside
2018-04-23,7.842600,6.316100,0.042600,inside
2018-04-24,7.847800,6.305900,0.047800,inside
2018-04-25,7.847130,6.324700,0.047130,inside
2018-04-26,7.846030,6.335400,0.046030,inside
2018-04-29,7.848000,6.337000,0.048000,inside
2018-04-30,7.848300,6.332100,0.048300,inside
2018-05-01,7.849100,6.332300,0.049100,inside
2018-05-02,7.849400,6.361500,0.049400,inside
2018-05-03,7.849230,6.352700,0.049230,inside
2018-05-06,7.849100,6.361700,0.049100,inside
2018-05-07,7.850400,6.366100,0.050400,weak_side
2018-05-08,7.850700,6.369700,0.050700,weak_side
2018-05-09,7.849400,6.361400,0.049400,inside
2018-05-10,7.849500,6.348200,0.049500,inside
2018-05-13,7.849500,6.333100,0.049500,inside
2018-05-14,7.849600,6.338300,0.049600,inside
2018-05-15,7.849700,6.376800,0.049700,inside
2018-05-16,7.849500,6.370500,0.049500,inside
2018-05-17,7.850500,6.366200,0.050500,weak_side
2018-05-20,7.849700,6.382800,0.049700,inside
2018-05-21,7.847700,6.381100,0.047700,inside
2018-05-22,7.849700,6.364200,0.049700,inside
2018-05-23,7.847800,6.388800,0.047800,inside
2018-05-24,7.847500,6.376400,0.047500,inside
2018-05-27,7.844350,6.368600,0.044350,inside
2018-05-28,7.844830,6.398300,0.044830,inside
2018-05-29,7.845600,6.416600,0.045600,inside
2018-05-30,7.846620,6.418000,0.046620,inside
2018-05-31,7.845900,6.409300,0.045900,inside
2018-06-03,7.845300,6.419400,0.045300,inside
2018-06-04,7.846000,6.407000,0.046000,inside
2018-06-05,7.847280,6.405000,0.047280,inside
2018-06-06,7.847000,6.387900,0.047000,inside
2018-06-07,7.846200,6.392100,0.046200,inside
2018-06-10,7.845910,6.405700,0.045910,inside
2018-06-11,7.846100,6.391600,0.046100,inside
2018-06-12,7.846800,6.400500,0.046800,inside
2018-06-13,7.848200,6.397300,0.048200,inside
2018-06-14,7.849500,6.404500,0.049500,inside
2018-06-17,7.849200,6.433000,0.049200,inside
2018-06-18,7.849330,6.438800,0.049330,inside
2018-06-19,7.849500,6.485500,0.049500,inside
2018-06-20,7.846000,6.471600,0.046000,inside
2018-06-21,7.845430,6.492100,0.045430,inside
2018-06-24,7.846200,6.504300,0.046200,inside
2018-06-25,7.846700,6.539000,0.046700,inside
2018-06-26,7.848900,6.578300,0.048900,inside
2018-06-27,7.847900,6.601900,0.047900,inside
2018-06-28,7.848200,6.627400,0.048200,inside
2018-07-01,7.847000,6.624300,0.047000,inside
2018-07-02,7.844600,6.666700,0.044600,inside
2018-07-03,7.844700,6.641000,0.044700,inside
2018-07-04,7.842910,6.631300,0.042910,inside
2018-07-05,7.847160,6.636800,0.047160,inside
2018-07-08,7.848000,6.639200,0.048000,inside
2018-07-09,7.848010,6.615200,0.048010,inside
2018-07-10,7.848400,6.631400,0.048400,inside
2018-07-11,7.848400,6.682800,0.048400,inside
2018-07-12,7.848660,6.665900,0.048660,inside
2018-07-15,7.848300,6.694600,0.048300,inside
2018-07-16,7.848610,6.691600,0.048610,inside
2018-07-17,7.848600,6.706800,0.048600,inside
2018-07-18,7.848980,6.717700,0.048980,inside
2018-07-19,7.849300,6.771700,0.049300,inside
2018-07-22,7.849000,6.758100,0.049000,inside
2018-07-23,7.848100,6.792000,0.048100,inside
2018-07-24,7.846100,6.790500,0.046100,inside
2018-07-25,7.845200,6.768700,0.045200,inside
2018-07-26,7.847500,6.782800,0.047500,inside
2018-07-29,7.847860,6.812700,0.047860,inside
2018-07-30,7.847940,6.814900,0.047940,inside
2018-07-31,7.848800,6.811700,0.048800,inside
2018-08-01,7.848000,6.822600,0.048000,inside
2018-08-02,7.849440,6.832800,0.049440,inside
2018-08-05,7.848800,6.833200,0.048800,inside
2018-08-06,7.848900,6.854100,0.048900,inside
2018-08-07,7.849500,6.833600,0.049500,inside
2018-08-08,7.849100,6.835200,0.049100,inside
2018-08-09,7.849670,6.817200,0.049670,inside
2018-08-12,7.849300,6.846200,0.049300,inside
2018-08-13,7.849600,6.889400,0.049600,inside
2018-08-14,7.849800,6.884700,0.049800,inside
2018-08-15,7.849370,6.933800,0.049370,inside
2018-08-16,7.849470,6.881500,0.049470,inside
2018-08-19,7.849400,6.876600,0.049400,inside
2018-08-20,7.849400,6.856800,0.049400,inside
2018-08-21,7.849300,6.845500,0.049300,inside
2018-08-22,7.849300,6.843200,0.049300,inside
2018-08-23,7.849700,6.877500,0.049700,inside
2018-08-26,7.849700,6.800600,0.049700,inside
2018-08-27,7.849560,6.813300,0.049560,inside
2018-08-28,7.850400,6.804200,0.050400,weak_side
2018-08-29,7.848300,6.818700,0.048300,inside
2018-08-30,7.849100,6.843100,0.049100,inside
2018-09-02,7.848900,6.834600,0.048900,inside
2018-09-03,7.849400,6.822100,0.049400,inside
2018-09-04,7.849600,6.842500,0.049600,inside
2018-09-05,7.848440,6.830000,0.048440,inside
2018-09-06,7.849300,6.834400,0.049300,inside
2018-09-09,7.849600,6.839100,0.049600,inside
2018-09-10,7.849500,6.855300,0.049500,inside
2018-09-11,7.850300,6.874400,0.050300,weak_side
2018-09-12,7.848300,6.859900,0.048300,inside
2018-09-13,7.847900,6.842900,0.047900,inside
2018-09-16,7.846570,6.865600,0.046570,inside
2018-09-17,7.845000,6.855500,0.045000,inside
2018-09-18,7.843600,6.860200,0.043600,inside
2018-09-19,7.845600,6.846900,0.045600,inside
2018-09-20,7.842150,6.845900,0.042150,inside
2018-09-23,7.809520,6.856700,0.009520,inside
2018-09-24,7.811500,6.873400,0.011500,inside
2018-09-25,7.809900,6.866300,0.009900,inside
2018-09-26,7.811280,6.876100,0.011280,inside
2018-09-27,7.815460,6.880300,0.015460,inside
2018-09-30,7.828200,6.867900,0.028200,inside
2018-10-01,7.828800,6.867900,0.028800,inside
2018-10-02,7.835000,6.867900,0.035000,inside
2018-10-03,7.837900,6.867800,0.037900,inside
2018-10-04,7.834600,6.867900,0.034600,inside
2018-10-07,7.834940,6.858900,0.034940,inside
2018-10-08,7.827790,6.929800,0.027790,inside
2018-10-09,7.833700,6.921800,0.033700,inside
2018-10-10,7.837400,6.923300,0.037400,inside
2018-10-11,7.834600,6.888600,0.034600,inside
2018-10-14,7.834600,6.921200,0.034600,inside
2018-10-15,7.835000,6.915900,0.035000,inside
2018-10-16,7.837600,6.911000,0.037600,inside
2018-10-17,7.839000,6.926300,0.039000,inside
